job_id,job_role,experience_level,years_of_experience,education_level,skills,tools_and_technologies,certifications,industry,employment_type,location,company_size,annual_salary_usd,remote_friendly
3639,Quant Researcher,Senior,15,Master's,"R, Monte Carlo, Statistics, Python, Backtesting, Machine Learning, Mathematics, Derivatives Pricing",Python,FRM,Banking,Full-time,"London, UK",Large,264154,No
3640,Data Engineer,Mid,6,PhD,"Mathematics, Data Warehousing, Hadoop, SQL, Kafka, Machine Learning, Pipeline Design, ETL",Airflow,AWS Data Analytics,Healthcare,Full-time,"Atlanta, GA",Large,130243,No
3641,Data Analyst,Mid,4,PhD,"Tableau, Cloud (AWS/GCP/Azure), Excel, Scikit-learn, Reporting",Tableau,Tableau Desktop Specialist,E-commerce,Full-time,"London, UK",Large,79384,Hybrid
3642,AI Researcher,Entry,1,Bachelor's,"Excel, Communication, PyTorch, Algorithm Design, Mathematics, Experimentation","JAX, Overleaf, Weights & Biases",,Healthcare,Remote,"Berlin, Germany",Mid-size,88886,Yes
3643,Data Engineer,Entry,0,Bachelor's,"Spark, NumPy, Airflow, Kafka, Data Analysis, Hadoop","Kafka, dbt",AWS Data Analytics,Telecom,Full-time,"New York, NY",Large,93461,Hybrid
3644,AI Researcher,Mid,2,Bachelor's,"Experimentation, Pandas, Python, PyTorch, Mathematics","JAX, Weights & Biases",,Tech,Contract,"Austin, TX",Mid-size,134052,Hybrid
3645,Data Engineer,Entry,1,Bachelor's,"Excel, Kafka, Cloud (AWS/GCP/Azure), Machine Learning, ETL, Visualization, SQL, Airflow","dbt, Spark, Kafka",AWS Data Analytics,Finance,Full-time,"Chicago, IL",Mid-size,76546,No
3646,Computer Vision Engineer,Senior,13,Master's,"Object Detection, Python, OpenCV, Computer Vision, Cloud (AWS/GCP/Azure), Deep Learning",Roboflow,,Healthcare,Part-time,"Berlin, Germany",Mid-size,122296,Hybrid
3647,AI Researcher,Mid,4,PhD,"Experimentation, Python, Deep Learning, Algorithm Design, APIs, Research, PyTorch","PyTorch, SLURM",NeurIPS Paper,Tech,Part-time,"Toronto, Canada",Large,82754,Hybrid
3648,Data Analyst,Mid,3,Master's,"Power BI, Data Cleaning, Cloud (AWS/GCP/Azure), Deep Learning, Statistics, Tableau, Python, SQL",Excel,Tableau Desktop Specialist,Finance,Full-time,"London, UK",Large,95148,Hybrid
3649,Data Analyst,Senior,6,Bachelor's,"Scikit-learn, Tableau, Statistics, Git, Business Intelligence, Power BI, Data Cleaning, Visualization",Power BI,Tableau Desktop Specialist,E-commerce,Full-time,"Atlanta, GA",Large,122147,No
3650,AI Product Manager,Senior,9,Bachelor's,"Data Analysis, Agile, SQL, Communication, Strategy","Mixpanel, Confluence, Figma",CSPO,Education,Full-time,"London, UK",Startup,162665,No
3651,Data Analyst,Senior,14,PhD,"SQL, Python, Scikit-learn, Tableau, Excel","Excel, Google Sheets",Google Data Analytics,Healthcare,Full-time,Washington DC,Large,152299,Yes
3652,AI Product Manager,Mid,4,PhD,"Communication, Data Analysis, User Research, Machine Learning, Strategy, Stakeholder Management","Figma, Tableau",PMI-ACP,Healthcare,Full-time,Remote,Mid-size,100127,Yes
3653,ML Engineer,Entry,0,Master's,"Model Deployment, Docker, Cloud (AWS/GCP/Azure), Scikit-learn, Python","FastAPI, TensorFlow",,Defense,Full-time,"Atlanta, GA",Startup,83398,Hybrid
3654,Computer Vision Engineer,Entry,2,Bachelor's,"OpenCV, Communication, Image Processing, PyTorch, CNNs, Python","PyTorch, CUDA, Roboflow",,Healthcare,Full-time,"Amsterdam, Netherlands",Mid-size,80943,Yes
3655,ML Engineer,Senior,10,Master's,"Deep Learning, Scikit-learn, Machine Learning, CI/CD, APIs, Docker",Docker,Azure AI Engineer,Defense,Full-time,Washington DC,Large,196070,Hybrid
3656,Data Engineer,Mid,2,Master's,"Pipeline Design, Visualization, Linux, Airflow, Mathematics, Data Warehousing, Spark",Redshift,GCP Professional Data Engineer,E-commerce,Full-time,"San Francisco, CA",Mid-size,119607,Yes
3657,Data Engineer,Mid,3,Master's,"ETL, Airflow, Kafka, Spark, Data Warehousing",Airflow,AWS Data Analytics,Tech,Remote,"Bangalore, India",Startup,113170,Yes
3658,Data Engineer,Mid,6,Bachelor's,"SQL, Airflow, Cloud (AWS/GCP/Azure), Python, Pipeline Design, Data Warehousing, Machine Learning","Spark, Kafka",AWS Data Analytics,Tech,Full-time,Remote,Mid-size,124598,Yes
3659,ML Engineer,Mid,2,Master's,"Mathematics, Model Deployment, APIs, PyTorch, Problem Solving, Machine Learning","PyTorch, Docker, Kubernetes",Azure AI Engineer,Finance,Full-time,"Chicago, IL",Mid-size,132826,Yes
3660,Data Analyst,Mid,4,Bachelor's,"Business Intelligence, Visualization, Reporting, Statistics, Tableau, Problem Solving",Tableau,,Retail,Full-time,"Austin, TX",Startup,88397,Hybrid
3661,Data Scientist,Entry,1,Bachelor's,"Storytelling, Statistics, Feature Engineering, Machine Learning, SQL, Excel, A/B Testing","Jupyter, Tableau, scikit-learn",,Retail,Full-time,"Boston, MA",Mid-size,78600,Hybrid
3662,AI Product Manager,Senior,7,Master's,"Machine Learning, Roadmapping, Strategy, Communication, SQL, Data Analysis",Mixpanel,CSPO,Education,Full-time,"Bangalore, India",Large,145401,No
3663,Quant Researcher,Senior,15,PhD,"Statistics, Python, NumPy, Backtesting, SQL, Derivatives Pricing, Mathematics","KDB+, QuantLib",,Finance,Full-time,Singapore,Mid-size,205739,Hybrid
3664,ML Engineer,Senior,8,Master's,"Deep Learning, Cloud (AWS/GCP/Azure), PyTorch, Kubernetes, Docker, Model Deployment, CI/CD","TensorFlow, Docker, PyTorch",Azure AI Engineer,Tech,Full-time,Singapore,Mid-size,172166,No
3665,Quant Researcher,Senior,10,Master's,"Risk Modeling, Backtesting, Derivatives Pricing, Financial Modeling, Monte Carlo, Problem Solving, Statistics, Python","Bloomberg, KDB+, QuantLib",,Hedge Fund,Full-time,Singapore,Large,313732,No
3666,Data Scientist,Senior,13,Bachelor's,"Storytelling, Feature Engineering, SQL, Communication, Python, Machine Learning, A/B Testing","scikit-learn, Jupyter, Tableau",AWS ML Specialty,E-commerce,Full-time,"Berlin, Germany",Mid-size,174902,No
3667,AI Researcher,Entry,1,Master's,"Algorithm Design, Python, Experimentation, Visualization, Deep Learning, Machine Learning",PyTorch,ICLR Paper Publication,Healthcare,Full-time,"Paris, France",Mid-size,93500,Hybrid
3668,Data Analyst,Senior,14,Bachelor's,"Visualization, Power BI, Linux, Statistics, SQL","Tableau, Excel",Tableau Desktop Specialist,Marketing,Full-time,"Amsterdam, Netherlands",Startup,149253,Hybrid
3669,ML Engineer,Senior,14,Bachelor's,"Cloud (AWS/GCP/Azure), PyTorch, Python, Kubernetes, Model Deployment, Docker",Kubernetes,GCP Professional ML,Healthcare,Remote,"Dublin, Ireland",Mid-size,227083,Yes
3670,Data Analyst,Mid,6,Master's,"Python, Power BI, SQL, Cloud (AWS/GCP/Azure), Visualization","Tableau, Excel, Google Sheets",,Finance,Contract,"Dublin, Ireland",Large,108983,Yes
3671,Data Scientist,Mid,2,PhD,"Data Analysis, Scikit-learn, Feature Engineering, Python, Storytelling","MLflow, Jupyter, scikit-learn",,Retail,Full-time,Singapore,Large,113430,No
3672,NLP Engineer,Mid,5,Master's,"Tokenization, PyTorch, Transformers, Text Processing, Hugging Face, Linux, NLP","PyTorch, FastAPI, spaCy",DeepLearning.AI NLP,Finance,Contract,"Amsterdam, Netherlands",Large,131792,Yes
3673,Data Analyst,Senior,15,Master's,"Business Intelligence, SQL, Tableau, Data Cleaning, Power BI, Statistics, Excel",Power BI,Google Data Analytics,Retail,Full-time,"New York, NY",Startup,118515,Yes
3674,ML Engineer,Mid,5,Bachelor's,"Machine Learning, CI/CD, Problem Solving, Docker, Model Deployment, Cloud (AWS/GCP/Azure), APIs","TensorFlow, Kubernetes",,Tech,Full-time,"Chicago, IL",Large,141614,No
3675,Computer Vision Engineer,Entry,1,Bachelor's,"Cloud (AWS/GCP/Azure), CNNs, Scikit-learn, Object Detection, Deep Learning, CUDA, Image Processing, OpenCV","CUDA, PyTorch",NVIDIA DLI,Tech,Full-time,"Berlin, Germany",Startup,91697,Hybrid
3676,Data Analyst,Senior,14,PhD,"Visualization, Business Intelligence, Tableau, Data Analysis, Statistics, Data Cleaning, Reporting, Excel","Excel, Power BI",,Education,Full-time,Remote,Mid-size,122900,Yes
3677,AI Product Manager,Entry,1,Master's,"Product Management, Communication, Data Analysis, Strategy, Machine Learning, Agile, Stakeholder Management",Tableau,PMI-ACP,Education,Full-time,"Atlanta, GA",Large,95689,No
3678,Computer Vision Engineer,Entry,0,Master's,"Object Detection, Deep Learning, TensorFlow, Computer Vision, Python",PyTorch,NVIDIA DLI,Tech,Full-time,"Amsterdam, Netherlands",Mid-size,104140,Hybrid
3679,ML Engineer,Entry,2,Bachelor's,"Cloud (AWS/GCP/Azure), Kubernetes, Scikit-learn, Model Deployment, CI/CD, Data Analysis, APIs, Linux",PyTorch,GCP Professional ML,Defense,Remote,"New York, NY",Mid-size,87395,Yes
3680,Data Engineer,Mid,5,PhD,"Git, Spark, Data Warehousing, Scikit-learn, Cloud (AWS/GCP/Azure), Pipeline Design, SQL","Airflow, Spark, Redshift",AWS Data Analytics,E-commerce,Full-time,Singapore,Startup,110724,Hybrid
3681,ML Engineer,Mid,2,Bachelor's,"PyTorch, Scikit-learn, CI/CD, Kubernetes, Statistics","PyTorch, Docker, Kubernetes",Azure AI Engineer,Tech,Remote,"Dublin, Ireland",Large,121708,Yes
3682,Computer Vision Engineer,Mid,6,PhD,"Image Processing, OpenCV, Communication, Computer Vision, CNNs, TensorFlow, Deep Learning",PyTorch,AWS ML Specialty,Tech,Contract,"Paris, France",Large,139327,No
3683,Quant Researcher,Senior,9,Master's,"Python, Financial Modeling, Monte Carlo, Risk Modeling, R, Backtesting, Stochastic Calculus","R, Python",,Banking,Full-time,"Dublin, Ireland",Mid-size,290725,Hybrid
3684,NLP Engineer,Entry,2,Master's,"NLP, Tokenization, PyTorch, Python, Transformers, Language Models, BERT, APIs",NLTK,Hugging Face Course,E-commerce,Full-time,"San Francisco, CA",Startup,99484,No
3685,AI Product Manager,Mid,5,PhD,"Mathematics, Problem Solving, Machine Learning, User Research, Product Management","Tableau, Figma, Confluence",Google PM Certificate,Education,Full-time,"Los Angeles, CA",Large,109577,No
3686,Data Analyst,Senior,14,Bachelor's,"Reporting, Statistics, Python, SQL, APIs","Excel, Google Sheets, Looker",,Healthcare,Full-time,"Denver, CO",Startup,123212,Yes
3687,Computer Vision Engineer,Mid,5,Master's,"Computer Vision, TensorFlow, Deep Learning, NumPy, OpenCV","PyTorch, TensorFlow, Roboflow",AWS ML Specialty,Manufacturing,Full-time,"Seattle, WA",Mid-size,117092,Hybrid
3688,AI Product Manager,Entry,1,Master's,"Product Management, Strategy, Mathematics, Machine Learning, User Research, Git, Communication","Tableau, Confluence",PMI-ACP,Healthcare,Contract,"Boston, MA",Mid-size,100899,No
3689,ML Engineer,Entry,0,Master's,"Pandas, APIs, CI/CD, Docker, Scikit-learn, Python","FastAPI, Docker, Kubernetes",,Healthcare,Full-time,"Amsterdam, Netherlands",Startup,106962,Yes
3690,Data Scientist,Mid,4,PhD,"SQL, A/B Testing, Statistics, Deep Learning, Python, Pandas, Machine Learning, Feature Engineering",Jupyter,,E-commerce,Full-time,"London, UK",Startup,128344,No
3691,Quant Researcher,Mid,6,Bachelor's,"Mathematics, Financial Modeling, R, Stochastic Calculus, SQL",KDB+,CFA Level I,Banking,Full-time,"Berlin, Germany",Mid-size,156704,Yes
3692,Data Engineer,Senior,11,PhD,"Pipeline Design, ETL, Cloud (AWS/GCP/Azure), Data Warehousing, Hadoop","Kafka, Spark, Airflow",GCP Professional Data Engineer,Tech,Full-time,"Bangalore, India",Large,185496,Hybrid
3693,Data Engineer,Entry,1,Bachelor's,"SQL, ETL, Spark, Data Analysis, Kafka, Airflow, Cloud (AWS/GCP/Azure)","Airflow, Spark, Kafka",,Finance,Full-time,Washington DC,Mid-size,101376,No
3694,ML Engineer,Entry,0,Master's,"Scikit-learn, CI/CD, Python, Visualization, APIs, PyTorch, Cloud (AWS/GCP/Azure), Docker","TensorFlow, FastAPI, Docker",GCP Professional ML,Finance,Internship,"Boston, MA",Mid-size,44061,No
3695,AI Researcher,Mid,2,Master's,"Mathematics, LaTeX, Statistics, Deep Learning, Algorithm Design",Overleaf,NeurIPS Paper,Finance,Full-time,"New York, NY",Startup,150685,Hybrid
3696,ML Engineer,Entry,0,Bachelor's,"Cloud (AWS/GCP/Azure), Docker, CI/CD, Linux, Scikit-learn, Python, APIs, Visualization","TensorFlow, Docker, Kubernetes",GCP Professional ML,Finance,Full-time,"Los Angeles, CA",Mid-size,105621,No
3697,NLP Engineer,Mid,6,PhD,"NLP, Statistics, PyTorch, Text Processing, Excel",Hugging Face,Hugging Face Course,Media,Full-time,Singapore,Startup,110801,No
3698,Data Engineer,Entry,2,Bachelor's,"Hadoop, Data Analysis, Pandas, Airflow, Data Warehousing, Python, Cloud (AWS/GCP/Azure), ETL","Airflow, Redshift, dbt",AWS Data Analytics,Telecom,Remote,"Atlanta, GA",Mid-size,80366,Yes
3699,Data Engineer,Mid,2,Bachelor's,"Airflow, SQL, Python, Spark, NumPy, ETL, Data Warehousing","Spark, Redshift, Airflow",,Logistics,Full-time,"Toronto, Canada",Mid-size,113420,Yes
3700,AI Product Manager,Senior,11,Bachelor's,"Product Management, Strategy, Pandas, Roadmapping, Agile, Data Analysis","Confluence, Jira",,Tech,Remote,"New York, NY",Mid-size,166656,Yes
3701,ML Engineer,Entry,0,Bachelor's,"Machine Learning, Docker, PyTorch, Problem Solving, Python","Docker, PyTorch, Kubernetes",GCP Professional ML,Tech,Full-time,"Berlin, Germany",Large,93163,Hybrid
3702,Data Analyst,Senior,14,Master's,"Tableau, SQL, Power BI, Python, Reporting, Visualization, Statistics, APIs","Tableau, Power BI",Tableau Desktop Specialist,Education,Full-time,"Berlin, Germany",Mid-size,140814,Hybrid
3703,Computer Vision Engineer,Senior,8,PhD,"APIs, Linux, Excel, CNNs, Object Detection, Python, PyTorch, TensorFlow","OpenCV, Roboflow, CUDA",NVIDIA DLI,Tech,Full-time,"Seattle, WA",Large,174079,Yes
3704,AI Product Manager,Senior,15,PhD,"Machine Learning, Communication, Mathematics, Linux, APIs, User Research, SQL","Figma, Confluence",CSPO,Healthcare,Full-time,"Bangalore, India",Mid-size,178885,Hybrid
3705,AI Researcher,Senior,7,Bachelor's,"LaTeX, Linux, SQL, Experimentation, Deep Learning, Excel, PyTorch, Publications","Overleaf, JAX, SLURM",ICLR Paper Publication,Defense,Full-time,"Sydney, Australia",Large,229831,Hybrid
3706,NLP Engineer,Mid,2,PhD,"Python, BERT, Language Models, Hugging Face, Communication",spaCy,Hugging Face Course,E-commerce,Full-time,"Paris, France",Large,149089,No
3707,AI Researcher,Entry,2,Bachelor's,"Python, Deep Learning, Experimentation, Publications, Research, PyTorch","Overleaf, SLURM",NeurIPS Paper,Academia,Full-time,"Paris, France",Mid-size,107338,Yes
3708,ML Engineer,Entry,2,Bachelor's,"Communication, Kubernetes, Problem Solving, Docker, SQL","TensorFlow, Kubernetes",GCP Professional ML,Defense,Full-time,"Dublin, Ireland",Mid-size,81288,Yes
3709,Quant Researcher,Entry,2,Master's,"Statistics, Stochastic Calculus, Python, R, Backtesting, Mathematics",KDB+,CFA Level I,Insurance,Remote,"San Francisco, CA",Large,94412,Yes
3710,Data Analyst,Mid,2,PhD,"Tableau, Python, Pandas, Power BI, Visualization","Tableau, Excel, Google Sheets",Tableau Desktop Specialist,Retail,Contract,Washington DC,Mid-size,109157,No
3711,NLP Engineer,Entry,2,Master's,"Deep Learning, Python, Tokenization, PyTorch, BERT, Language Models","FastAPI, NLTK, spaCy",Hugging Face Course,Healthcare,Full-time,Washington DC,Mid-size,90720,Hybrid
3712,AI Researcher,Mid,4,Bachelor's,"Statistics, APIs, Mathematics, Python, Research","PyTorch, Weights & Biases",,Robotics,Full-time,"Amsterdam, Netherlands",Startup,125929,Yes
3713,AI Product Manager,Senior,10,Bachelor's,"Machine Learning, SQL, Python, Product Management, Stakeholder Management, Visualization",Tableau,Google PM Certificate,E-commerce,Full-time,Washington DC,Large,185203,Hybrid
3714,Quant Researcher,Senior,8,Master's,"Mathematics, Git, Financial Modeling, Derivatives Pricing, NumPy, Risk Modeling, Monte Carlo",KDB+,,Banking,Full-time,"Seattle, WA",Mid-size,331919,Hybrid
3715,AI Researcher,Mid,4,Bachelor's,"Experimentation, PyTorch, Publications, Research, NumPy",Weights & Biases,,Healthcare,Full-time,"San Francisco, CA",Mid-size,129910,No
3716,Computer Vision Engineer,Mid,4,Master's,"Pandas, Communication, TensorFlow, Object Detection, OpenCV",CUDA,AWS ML Specialty,Automotive,Full-time,"Austin, TX",Large,146888,No
3717,NLP Engineer,Senior,15,Master's,"Hugging Face, BERT, Python, Tokenization, Transformers, NLP, Deep Learning, PyTorch",PyTorch,Hugging Face Course,Legal,Internship,"Chicago, IL",Mid-size,69849,Hybrid
3718,Data Scientist,Mid,2,PhD,"Storytelling, A/B Testing, Deep Learning, Feature Engineering, APIs","MLflow, Tableau, scikit-learn",Google Professional ML Engineer,Insurance,Full-time,"Berlin, Germany",Large,104453,Hybrid
3719,Quant Researcher,Entry,0,Master's,"Git, Mathematics, Financial Modeling, Derivatives Pricing, R, Backtesting, Visualization","R, Bloomberg, Python",,Hedge Fund,Contract,"Amsterdam, Netherlands",Startup,131932,Hybrid
3720,Data Scientist,Entry,0,Master's,"Feature Engineering, Deep Learning, NumPy, Visualization, Machine Learning, SQL",Tableau,AWS ML Specialty,Tech,Full-time,"Amsterdam, Netherlands",Startup,74735,No
3721,ML Engineer,Entry,1,Bachelor's,"Machine Learning, APIs, Docker, Kubernetes, Cloud (AWS/GCP/Azure)","Kubernetes, Docker, TensorFlow",GCP Professional ML,Automotive,Full-time,"Paris, France",Mid-size,102464,No
3722,Data Analyst,Mid,6,Master's,"Tableau, Scikit-learn, SQL, Visualization, Data Cleaning, Python, Excel","Tableau, Looker",Tableau Desktop Specialist,Education,Full-time,"Toronto, Canada",Large,97381,Hybrid
3723,Data Scientist,Entry,1,Master's,"Pandas, Cloud (AWS/GCP/Azure), Deep Learning, Storytelling, Feature Engineering, A/B Testing, Machine Learning","Spark, MLflow, scikit-learn",AWS ML Specialty,Healthcare,Full-time,"Paris, France",Large,66431,Hybrid
3724,Data Scientist,Entry,2,Bachelor's,"Cloud (AWS/GCP/Azure), Machine Learning, A/B Testing, Statistics, SQL, Python, Pandas","Jupyter, MLflow, Tableau",Google Professional ML Engineer,Insurance,Contract,"Chicago, IL",Large,77401,No
3725,Quant Researcher,Senior,9,Bachelor's,"Risk Modeling, Python, Data Analysis, Monte Carlo, R, Visualization, Backtesting, Mathematics",Bloomberg,,Finance,Full-time,"Toronto, Canada",Mid-size,347916,Hybrid
3726,Quant Researcher,Senior,13,Bachelor's,"Derivatives Pricing, Backtesting, Scikit-learn, Python, Risk Modeling, Statistics, Financial Modeling","Python, KDB+",FRM,Banking,Full-time,Washington DC,Mid-size,214137,Hybrid
3727,Data Scientist,Mid,6,PhD,"Statistics, Feature Engineering, SQL, Storytelling, Deep Learning, Pandas, A/B Testing",Spark,,Insurance,Remote,"New York, NY",Large,111090,Yes
3728,Data Scientist,Entry,1,Master's,"Deep Learning, SQL, Pandas, A/B Testing, Storytelling, Feature Engineering, Statistics, Python",Tableau,AWS ML Specialty,Tech,Full-time,Remote,Large,72950,Yes
3729,AI Product Manager,Mid,3,PhD,"SQL, User Research, Product Management, Data Analysis, NumPy, Strategy, Communication",Confluence,Google PM Certificate,Finance,Remote,Washington DC,Startup,131454,Yes
3730,Data Engineer,Mid,2,PhD,"SQL, Data Warehousing, Pipeline Design, Hadoop, Airflow","Redshift, Kafka",GCP Professional Data Engineer,Healthcare,Full-time,"Seattle, WA",Large,127972,Hybrid
3731,Data Scientist,Senior,11,Bachelor's,"Feature Engineering, SQL, Python, APIs, Deep Learning, Machine Learning, Statistics","Spark, Jupyter, MLflow",,Healthcare,Internship,"Toronto, Canada",Mid-size,71833,Hybrid
3732,Data Analyst,Mid,3,Bachelor's,"SQL, Excel, Business Intelligence, Python, Visualization, Power BI, Cloud (AWS/GCP/Azure)",Power BI,Google Data Analytics,Retail,Full-time,Remote,Mid-size,85831,Yes
3733,Computer Vision Engineer,Mid,5,PhD,"PyTorch, Object Detection, Computer Vision, OpenCV, Python, Deep Learning, Image Processing, Cloud (AWS/GCP/Azure)","CUDA, OpenCV, PyTorch",,Automotive,Part-time,"Paris, France",Large,68686,Hybrid
